名前,個人URL,ORCID,所属、役職,所属、役職URL,住所,アクセス方法,研究キーワード
"杉本 喜正 (SUGIMOTO, Yoshimasa) ",https://samurai.nims.go.jp//profiles/sugimoto_yoshimasa,https://orcid.org/0000-0002-2790-403X,"機能性材料研究拠点,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"フォトニック結晶, 表面プラズモン, メタマテリアル, 半導体極微細加工, III-V族半導体結晶成長, 半導体量子ドット, 非線形光学, 超高速光信号処理デバイス"
"杉安 和憲 (SUGIYASU, Kazunori) ",https://samurai.nims.go.jp//profiles/sugiyasu_kazunori,https://orcid.org/0000-0001-5699-2772,"機能性材料研究拠点,ポリマー・バイオ分野,分子機能化学グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa10,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"超分子材料,導電性高分子,光機能性材料"
"介川 裕章 (SUKEGAWA, Hiroaki) ",https://samurai.nims.go.jp//profiles/sukegawa_hiroaki,https://orcid.org/0000-0002-4034-7848,"磁性・スピントロニクス材料研究拠点,スピントロニクスグループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs230,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,スピントロニクス，ホイスラー合金，ハーフメタル，トンネル磁気抵抗
"鈴木 晃 (SUZUKI, Akira) ",https://samurai.nims.go.jp//profiles/suzuki_akira3,https://orcid.org/0000-0002-8167-0414,"統合型材料開発・情報基盤部門,材料データプラットフォームセンター,材料データベースグループ,NIMS特別研究員,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj500,https://samurai.nims.go.jp//profiles?unit=kj590,https://samurai.nims.go.jp//profiles?employee_position=P7400","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"鈴木 一平 (SUZUKI, Ippei) ",https://samurai.nims.go.jp//profiles/suzuki_ippei,https://orcid.org/0000-0002-8932-8226,"磁性・スピントロニクス材料研究拠点,磁気記録材料グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs220,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"磁性薄膜,スピントロニクス,マルチフェロイクス"
"鈴木 誠也 (SUZUKI, Seiya) ",https://samurai.nims.go.jp//profiles/suzuki_seiya,https://orcid.org/0000-0003-2445-7462,"グローバル中核部門,若手国際研究センター,ＩＣＹＳ－ＮＡＭＩＫＩ,ICYS-Namiki研究員,","https://samurai.nims.go.jp//profiles?unit=gi000,https://samurai.nims.go.jp//profiles?unit=gi100,https://samurai.nims.go.jp//profiles?unit=gi120,https://samurai.nims.go.jp//profiles?employee_position=L1150","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"graphene, germanene, chemical vapor depostion"
"鈴木 拓 (SUZUKI, Taku) ",https://samurai.nims.go.jp//profiles/suzuki_taku,https://orcid.org/0000-0001-6041-4297,"機能性材料研究拠点,電気・電子機能分野,セラミックス表面・界面グループ,主席研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpb40,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"鈴木 達 (SUZUKI, Tohru) ",https://samurai.nims.go.jp//profiles/suzuki_tohru,https://orcid.org/0000-0001-9458-6863,"機能性材料研究拠点,光機能分野,セラミックスプロセッシンググループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpc00,https://samurai.nims.go.jp//profiles?unit=rpc20,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"セラミックス,微粒子,異方性,磁気プロセス"
"鈴木 裕 (SUZUKI, Hiroshi) ",https://samurai.nims.go.jp//profiles/suzuki_hiroshi,https://orcid.org/0000-0003-0547-550X,"構造材料研究拠点,接合・造型分野,セラミックス基複合材料グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtb00,https://samurai.nims.go.jp//profiles?unit=rtb80,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"機能材料・デバイス 無機工業材料 無機材料・物性"
"鈴木 博之 (SUZUKI, Hiroyuki) ",https://samurai.nims.go.jp//profiles/suzuki_hiroyuki,https://orcid.org/0000-0001-8468-2632,"先端材料解析研究拠点,光・量子ビーム応用分野,中性子散乱グループ,客員研究者,","https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf400,https://samurai.nims.go.jp//profiles?unit=kf410,https://samurai.nims.go.jp//profiles?employee_position=P8500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"鈴木 雅彦 (SUZUKI, Masahiko) ",https://samurai.nims.go.jp//profiles/suzuki_masahiko,https://orcid.org/0000-0003-0714-6312,"先端材料解析研究拠点,極限計測分野,固体NMRグループ,NIMSエンジニア職,","https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf200,https://samurai.nims.go.jp//profiles?unit=kf260,https://samurai.nims.go.jp//profiles?employee_position=P7670","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"鈴木 芳治 (SUZUKI, Yoshiharu) ",https://samurai.nims.go.jp//profiles/suzuki_yoshiharu,https://orcid.org/0000-0002-7024-5818,"先端材料解析研究拠点,原子構造物性分野,電子顕微鏡グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=kf000,https://samurai.nims.go.jp//profiles?unit=kf300,https://samurai.nims.go.jp//profiles?unit=kf310,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"水,ポリアモルフィズム,水溶液"
"鈴田 佳子 (SUZUTA, Keiko) ",https://samurai.nims.go.jp//profiles/suzuta_keiko,https://orcid.org/0000-0002-3916-3638,,,"305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"首藤 浩文 (SUTO, Hirofumi) ",https://samurai.nims.go.jp//profiles/hirofumi_suto,https://orcid.org/0000-0003-4387-5862,"磁性・スピントロニクス材料研究拠点,磁性材料グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs210,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"角谷 正友 (SUMIYA, Masatomo) ",https://samurai.nims.go.jp//profiles/sumiya_masatomo,https://orcid.org/0000-0003-0960-3812,"機能性材料研究拠点,電気・電子機能分野,次世代半導体グループ,主席研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpba0,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"ＵＶセンサー,ＬＥＤ,太陽電池"
"スリニバサン ブバネシュ (SRINIVASAN, Bhuvanesh) ",https://samurai.nims.go.jp//profiles/srinivasan_bhuvanesh,https://orcid.org/0000-0002-4472-2780,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,熱エネルギー変換材料グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2d0,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,Thermoelectrics
"スレスタ ロック クマール (SHRESTHA, Lok Kumar) ",https://samurai.nims.go.jp//profiles/shrestha_lokkumar,https://orcid.org/0000-0003-2680-6291,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,超分子グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2h0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"孫 洪涛 (SUN, Hong-Tao) ",https://samurai.nims.go.jp//profiles/sun_hong-tao,https://orcid.org/0000-0002-0003-7941,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,ナノ粒子グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2n0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"瀬川 浩代 (SEGAWA, Hiroyo) ",https://samurai.nims.go.jp//profiles/segawa_hiroyo,https://orcid.org/0000-0002-7198-8410,"機能性材料研究拠点,電気・電子機能分野,電子セラミックスグループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpb10,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"ガラス,ハイブリッド材料,プラズモン"
"関口 隆史 (SEKIGUCHI, Takashi) ",https://samurai.nims.go.jp//profiles/sekiguchi_takashi,https://orcid.org/0000-0002-7365-9979,"機能性材料研究拠点,電気・電子機能分野,ナノ電子デバイス材料グループ,外来研究者,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpb70,https://samurai.nims.go.jp//profiles?employee_position=P8700","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,応用物性・結晶工学
"関戸 薫子 (SEKIDO, Kaoru) ",https://samurai.nims.go.jp//profiles/sekido_kaoru,https://orcid.org/0000-0003-2691-6589,"構造材料研究拠点,構造材料試験プラットフォーム,クリープグループ,主任エンジニア,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rt200,https://samurai.nims.go.jp//profiles?unit=rt210,https://samurai.nims.go.jp//profiles?employee_position=G5650","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"セペリ アミン ホセイン (SEPEHRI AMIN, Hossein) ",https://samurai.nims.go.jp//profiles/h_sepehriamin,https://orcid.org/0000-0002-7856-7897,"磁性・スピントロニクス材料研究拠点,磁性材料解析グループ,主幹研究員,磁性・スピントロニクス材料研究拠点,元素戦略磁性材料研究拠点,材料創製グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs240,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs300,https://samurai.nims.go.jp//profiles?unit=rs330,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"左右田 龍太郎 (SOUDA, Ryutaro) ",https://samurai.nims.go.jp//profiles/souda_ryutaro,https://orcid.org/0000-0003-4769-9034,"技術開発・共用部門,電子顕微鏡解析ステーション,ナノ構造解析グループ,嘱託職員(旧称：フレッシュキャリア),","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh3c0,https://samurai.nims.go.jp//profiles?unit=kh3c3,https://samurai.nims.go.jp//profiles?employee_position=P7900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"水和構造,ガラス転移,結晶化"
"曹 一臻 (CAO, Yizhen) ",https://samurai.nims.go.jp//profiles/cao_yizhen,https://orcid.org/0000-0002-2152-2401,"構造材料研究拠点,解析・評価分野,高強度材料グループ,NIMSジュニア研究員,構造材料研究拠点,解析・評価分野,高強度材料グループ,研修生,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc50,https://samurai.nims.go.jp//profiles?employee_position=P8000,https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rtc00,https://samurai.nims.go.jp//profiles?unit=rtc50,https://samurai.nims.go.jp//profiles?employee_position=P9300","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"袖山 慶太郎 (SODEYAMA, Keitaro) ",https://samurai.nims.go.jp//profiles/sodeyama_keitaro,https://orcid.org/0000-0002-9228-0729,"統合型材料開発・情報基盤部門,エネルギー材料設計グループ,グループリーダー,エネルギー・環境材料研究拠点,先進蓄電池研究開発拠点,プロトコル開発チーム,主幹研究員,磁性・スピントロニクス材料研究拠点,元素戦略磁性材料研究拠点,解析評価グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?unit=kj700,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq600,https://samurai.nims.go.jp//profiles?unit=rq660,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs300,https://samurai.nims.go.jp//profiles?unit=rs340,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"染川 英俊 (SOMEKAWA, Hidetoshi) ",https://samurai.nims.go.jp//profiles/somekawa_hidetoshi,https://orcid.org/0000-0001-5007-5834,"構造材料研究拠点,設計・創造分野,軽金属材料創製グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rta00,https://samurai.nims.go.jp//profiles?unit=rta60,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,マグネシウム・靭性・組織制御
"ソロビヨフ イゴール (SOLOVYEV, Igor) ",https://samurai.nims.go.jp//profiles/solovyev_igor,https://orcid.org/0000-0002-2010-9877,"国際ナノアーキテクトニクス研究拠点(MANA),ナノセオリー分野,機能創成理論グループ,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp600,https://samurai.nims.go.jp//profiles?unit=mp640,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"theoretical control and design of electronic properties"
"ソン イェリン (SONG, Yelim) ",https://samurai.nims.go.jp//profiles/song_yelim,https://orcid.org/0000-0002-6097-6561,"機能性材料研究拠点,電気・電子機能分野,超高圧グループ,NIMSポスドク研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpb00,https://samurai.nims.go.jp//profiles?unit=rpb30,https://samurai.nims.go.jp//profiles?employee_position=P7600","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"Optical single crystal, AlN film, UV-LED"
"孫 永烈 (SUN, Yonglie) ",https://samurai.nims.go.jp//profiles/sun_yonglie,https://orcid.org/0000-0003-1113-1658,"国際ナノアーキテクトニクス研究拠点(MANA),ナノマテリアル分野,半導体ナノ構造物質グループ,研修生,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp200,https://samurai.nims.go.jp//profiles?unit=mp2j0,https://samurai.nims.go.jp//profiles?employee_position=P9300","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"ソン ジェユアン (SONG, Jieyuan) ",https://samurai.nims.go.jp//profiles/song_jieyuan,https://orcid.org/0000-0001-6846-2875,"磁性・スピントロニクス材料研究拠点,スピントロニクスグループ,NIMSジュニア研究員,磁性・スピントロニクス材料研究拠点,スピントロニクスグループ,研修生,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs230,https://samurai.nims.go.jp//profiles?employee_position=P8000,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs230,https://samurai.nims.go.jp//profiles?employee_position=P9300","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"Spintronics, Magnetic Tunnel Junctions, Tunnel Magnetoresistance"
"高井 淳朗 (TAKAI, Atsuro) ",https://samurai.nims.go.jp//profiles/takai_atsuro,https://orcid.org/0000-0003-3457-3352,"機能性材料研究拠点,ポリマー・バイオ分野,分子機能化学グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa10,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"Organic Materials, pi-Conjugated Compound, Electron Transfer, Supramolecule, Electronic State"
"高際 良樹 (TAKAGIWA, Yoshiki) ",https://samurai.nims.go.jp//profiles/takagiwa_yoshiki,https://orcid.org/0000-0003-4508-1708,"エネルギー・環境材料研究拠点,独立研究者,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?employee_position=G5880","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"熱電変換材料(温度差発電材料), 実験, 計算科学, 機械学習"
"高澤 健 (TAKAZAWA, Ken) ",https://samurai.nims.go.jp//profiles/takazawa_ken,https://orcid.org/0000-0002-2169-5169,"エネルギー・環境材料研究拠点,液体水素材料研究センター,強磁場計測グループ,主幹研究員,技術開発・共用部門,低温応用ステーション,主幹研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq500,https://samurai.nims.go.jp//profiles?unit=rq520,https://samurai.nims.go.jp//profiles?employee_position=G5200,https://samurai.nims.go.jp//profiles?unit=kh000,https://samurai.nims.go.jp//profiles?unit=kh3a0,https://samurai.nims.go.jp//profiles?employee_position=G5200","305-0003 茨城県つくば市桜3-13 ",https://www.nims.go.jp/nims/office/tsukuba_sakura.html,"有機色素,自己組織化,光導波路"
"高田 和典 (TAKADA, Kazunori) ",https://samurai.nims.go.jp//profiles/takada_kazunori,https://orcid.org/0000-0001-7568-1806,"エネルギー・環境材料研究拠点,拠点長,エネルギー・環境材料研究拠点,二次電池材料グループ,グループリーダー,エネルギー・環境材料研究拠点,ナノ界面エネルギー変換グループ,グループリーダー,エネルギー・環境材料研究拠点,先進蓄電池研究開発拠点,全固体チーム,主席研究員,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?employee_position=G0150,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq310,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq360,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq600,https://samurai.nims.go.jp//profiles?unit=rq640,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"無機化学 機能物質化学 機能材料・デバイス"
"高野 義彦 (TAKANO, Yoshihiko) ",https://samurai.nims.go.jp//profiles/takano_yoshihiko,https://orcid.org/0000-0002-1541-6928,"国際ナノアーキテクトニクス研究拠点(MANA),MANA主任研究者,国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,ナノフロンティア超伝導材料グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?employee_position=G0600,https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp3g0,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,鉄系超伝導・高温超伝導・ダイヤモンド・カーボンナノチューブ
"髙橋 啓介 (TAKAHASHI, Keisuke) ",https://samurai.nims.go.jp//profiles/takahashi_keisuke,https://orcid.org/0000-0002-9328-1694,"統合型材料開発・情報基盤部門,NIMS招聘研究員,","https://samurai.nims.go.jp//profiles?unit=kj000,https://samurai.nims.go.jp//profiles?employee_position=P7300","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"高橋 向星 (TAKAHASHI, Kohsei) ",https://samurai.nims.go.jp//profiles/takahashi_kohsei,https://orcid.org/0000-0002-6443-1534,,,"305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,蛍光体　サイアロン　量子効率
"高橋 浩三 (TAKAHASHI, Hiromi) ",https://samurai.nims.go.jp//profiles/takahashi_hiromi,https://orcid.org/0000-0002-6041-1288,"エネルギー・環境材料研究拠点,先進蓄電池研究開発拠点,先端計測チーム,NIMSエンジニア職,","https://samurai.nims.go.jp//profiles?unit=rq000,https://samurai.nims.go.jp//profiles?unit=rq600,https://samurai.nims.go.jp//profiles?unit=rq6a0,https://samurai.nims.go.jp//profiles?employee_position=P7670","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"高橋 有紀子 (TAKAHASHI, Yukiko) ",https://samurai.nims.go.jp//profiles/takahashi_yukiko,https://orcid.org/0000-0001-9197-7236,"磁性・スピントロニクス材料研究拠点,磁気記録材料グループ,グループリーダー,磁性・スピントロニクス材料研究拠点,元素戦略磁性材料研究拠点,材料創製グループ,主席研究員,","https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs220,https://samurai.nims.go.jp//profiles?employee_position=G2050,https://samurai.nims.go.jp//profiles?unit=rs000,https://samurai.nims.go.jp//profiles?unit=rs300,https://samurai.nims.go.jp//profiles?unit=rs330,https://samurai.nims.go.jp//profiles?employee_position=G4900","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"磁性薄膜,微細組織制御"
"高森 晋 (TAKAMORI, Susumu) ",https://samurai.nims.go.jp//profiles/takamori_susumu,https://orcid.org/0000-0003-3422-9391,"構造材料研究拠点,設計・創造分野,振動制御材料グループ,主任研究員,","https://samurai.nims.go.jp//profiles?unit=rt000,https://samurai.nims.go.jp//profiles?unit=rta00,https://samurai.nims.go.jp//profiles?unit=rta20,https://samurai.nims.go.jp//profiles?employee_position=G5500","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,鋳鉄，耐摩耗，リサイクル
"髙栁 真 (TAKAYANAGI, Makoto) ",https://samurai.nims.go.jp//profiles/takayanagi_makoto,https://orcid.org/0000-0001-7788-5378,"国際ナノアーキテクトニクス研究拠点(MANA),ナノシステム分野,ナノイオニクスデバイスグループ,研修生,","https://samurai.nims.go.jp//profiles?unit=mp000,https://samurai.nims.go.jp//profiles?unit=mp300,https://samurai.nims.go.jp//profiles?unit=mp320,https://samurai.nims.go.jp//profiles?employee_position=P9300","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,
"田口 哲志 (TAGUCHI, Tetsushi) ",https://samurai.nims.go.jp//profiles/taguchi_tetsushi,https://orcid.org/0000-0003-2541-2530,"機能性材料研究拠点,ポリマー・バイオ分野,バイオポリマーグループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa60,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0044 茨城県つくば市並木1-1 ",https://www.nims.go.jp/nims/office/tsukuba_namiki.html,"医療用接着剤,再生医療,細胞移植,医用高分子,有機-無機複合材料"
"武井 俊朗 (TAKEI, Toshiaki) ",https://samurai.nims.go.jp//profiles/takei_toshiaki,https://orcid.org/0000-0002-4368-257X,"技術開発・共用部門,電子顕微鏡解析ステーション,ナノ構造解析グループ,派遣,","https://samurai.nims.go.jp//profiles?unit=kh300,https://samurai.nims.go.jp//profiles?unit=kh3c0,https://samurai.nims.go.jp//profiles?unit=kh3c3,https://samurai.nims.go.jp//profiles?employee_position=P8200","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,
"竹内 孝夫 (TAKEUCHI, Takao) ",https://samurai.nims.go.jp//profiles/takeuchi_takao,https://orcid.org/0000-0003-3923-6283,,,"305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"超伝導材料, 超伝導電磁石,高強度高電気伝導度材料, 核融合炉"
"竹内 正之 (TAKEUCHI, Masayuki) ",https://samurai.nims.go.jp//profiles/takeuchi_masayuki,https://orcid.org/0000-0002-0207-0665,"機能性材料研究拠点,ポリマー・バイオ分野,分野長,グローバル中核部門,若手国際研究センター,ＩＣＹＳ－ＳＥＮＧＥＮ,副センター長,機能性材料研究拠点,ポリマー・バイオ分野,分子機能化学グループ,グループリーダー,","https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?employee_position=G0360,https://samurai.nims.go.jp//profiles?unit=gi000,https://samurai.nims.go.jp//profiles?unit=gi100,https://samurai.nims.go.jp//profiles?unit=gi110,https://samurai.nims.go.jp//profiles?employee_position=G1300,https://samurai.nims.go.jp//profiles?unit=rp000,https://samurai.nims.go.jp//profiles?unit=rpa00,https://samurai.nims.go.jp//profiles?unit=rpa10,https://samurai.nims.go.jp//profiles?employee_position=G2050","305-0047 茨城県つくば市千現1-2-1 ",https://www.nims.go.jp/nims/office/tsukuba_sengen.html,"合成化学 高分子化学 機能物質化学 機能材料・デバイス 高分子・繊維材料"
